hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | VA,"To the best Of its knowledge And belief, the hospital has included all applicable standard charge information In accordance With the requirements Of 45 CFR 180.50, And the information encoded Is True, accurate, And complete As Of the Date indicated.",Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
CHGL MOL-DIAG EGFR MUTATION,20110004,CDM,310,RC,81235,HCPCS,facility,both,,,,791,395.5,,,,,,,,,,,
CHGL MOL DIAG - EXTENDED KRAS,20110005,CDM,310,RC,81479,HCPCS,facility,both,,,,643,321.5,,,,,,,,,,,
"CHGL - MOL DIAG-SNRPN UBE3A, MA",20110008,CDM,310,RC,81331,HCPCS,facility,both,,,,798,399,,,,,,,,,,,
CHGL ZLC ADAMTS-13 ANTIBODY RFLX,20110011,CDM,300,RC,83520,HCPCS,facility,both,,,,422,211,,,,,,,,,,,
CHGL FECAL WBCS,20130004,CDM,300,RC,89055,HCPCS,facility,both,,,,58,29,,,,,,,,,,,
CHGL SEMEN ANALYSIS-MOTILITY/PRESENCE,20130006,CDM,300,RC,89321,HCPCS,facility,both,,,,179,89.5,,,,,,,,,,,
CHGL BRONCH. LAV CELL CT/DIFF,20130010,CDM,300,RC,89051,HCPCS,facility,both,,,,187,93.5,,,,,,,,,,,
CHGL LC FRAGILE X DNA PRENATAL,20130034,CDM,310,RC,81243,HCPCS,facility,both,,,,365,182.5,,,,,,,,,,,
CHGL - LC GLA FULL GENE SEQUENCING,20130037,CDM,310,RC,81405,HCPCS,facility,both,,,,4133,2066.5,,,,,,,,,,,
CHGL LC-DPD 5-FLUOROURACIL TOXICITY,20130047,CDM,310,RC,81232,HCPCS,facility,both,,,,389,194.5,,,,,,,,,,,
CHGL ASPRIN ASSAY,20130048,CDM,300,RC,85576,HCPCS,facility,both,,,,227,113.5,,,,,,,,,,,
CHGL CULT: BLOOD,20130050,CDM,311,RC,88230,HCPCS,facility,both,,,,550,275,,,,,,,,,,,
CHGL CT 15-20 : 2 KARYO +BAND BLD,20130051,CDM,311,RC,88262,HCPCS,facility,both,,,,2009,1004.5,,,,,,,,,,,
CHGL CULT: BLOOD  HI RES,20130052,CDM,311,RC,88230,HCPCS,facility,both,,,,550,275,,,,,,,,,,,
CHGL CT15-20: 2KARYO+BAND,20130053,CDM,311,RC,88262,HCPCS,facility,both,,,,2009,1004.5,,,,,,,,,,,
CHGL ADDT'L HIGH RESOLUTION BLOOD,20130054,CDM,311,RC,88289,HCPCS,facility,both,,,,486,243,,,,,,,,,,,
CHGL CULT: SKIN OTHER,20130055,CDM,311,RC,88233,HCPCS,facility,both,,,,2291,1145.5,,,,,,,,,,,
CHGL LC-KRAS MUTATION BY SNAPSHOT,20130079,CDM,310,RC,81276,HCPCS,facility,both,,,,624,312,,,,,,,,,,,
CHGL LC-NRAS MUTATION BY PCR SNPSHT,20130080,CDM,310,RC,81479,HCPCS,facility,both,,,,1244,622,,,,,,,,,,,
"CHGL LC-HLA DRB1,3,4,5,DQB1 (IR)",20130082,CDM,310,RC,81375,HCPCS,facility,both,,,,444,222,,,,,,,,,,,
CHGL LC-HLA-A (IR),20130083,CDM,310,RC,81373,HCPCS,facility,both,,,,438,219,,,,,,,,,,,
CHGL LC-HLA-B (IR),20130084,CDM,310,RC,81373,HCPCS,facility,both,,,,438,219,,,,,,,,,,,
CHGL LC-NPM1 MUTATION ANALYSIS,20130100,CDM,310,RC,81310,HCPCS,facility,both,,,,770,385,,,,,,,,,,,
"CHGL LC-JAK2 V617F,RFX CALR/E12/MPL",20130101,CDM,310,RC,81270,HCPCS,facility,both,,,,551,275.5,,,,,,,,,,,
CHGL LC-CAH 21-HYDROXYLASE (CYP21),20130105,CDM,310,RC,81402,HCPCS,facility,both,,,,856,428,,,,,,,,,,,
CHGL LC-CYSTIC FIBROSIS MUTATION 97,20130108,CDM,310,RC,81220,HCPCS,facility,both,,,,541,270.5,,,,,,,,,,,
CHGL LC-FACTOR V LEIDEN MUTATION,20130109,CDM,310,RC,81241,HCPCS,facility,both,,,,90,45,,,,,,,,,,,
CHGL LC-CYSTIC FIBROSIS PROFILE,20130110,CDM,310,RC,81220,HCPCS,facility,both,,,,259,129.5,,,,,,,,,,,
CHGL CT 15-20: 2 KARYO+BAND SK/OTH,20130156,CDM,311,RC,88262,HCPCS,facility,both,,,,2009,1004.5,,,,,,,,,,,
CHGL LC VISTASEQ HEREDITARY CANCER,20130157,CDM,310,RC,81432,HCPCS,facility,both,,,,6317,3158.5,,,,,,,,,,,
CHGL MOL DIAG-SOLID TUMOR DNA ONLY,20130158,CDM,310,RC,81445,HCPCS,facility,both,,,,1766,883,,,,,,,,,,,
CHGL MAYO-ONCOHEME NGS,20130159,CDM,310,RC,81450,HCPCS,facility,both,,,,4888,2444,,,,,,,,,,,
CHGL QUEST-OPMD DNA TEST,20130160,CDM,310,RC,81312,HCPCS,facility,both,,,,1368,684,,,,,,,,,,,
CHGL NEOGEN-NOTCH1 MUTATION ANALYSI,20130161,CDM,310,RC,81407,HCPCS,facility,both,,,,1766,883,,,,,,,,,,,
CHGL QUEST-SMA DIAGNOSTIC TEST,20130163,CDM,310,RC,81329,HCPCS,facility,both,,,,1254,627,,,,,,,,,,,
"CHGL LC-INFERTILITY-MALE,Y DELETION",20130165,CDM,310,RC,81479,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
CHGL LC-CHROMOSOME BREAKAGE STUDY,20130166,CDM,311,RC,88230,HCPCS,facility,both,,,,272,136,,,,,,,,,,,
CHGL LC-CHROMOSOME BREAKAGE STUDY,20130167,CDM,311,RC,88248,HCPCS,facility,both,,,,374,187,,,,,,,,,,,
CHGL LC-CHROMOSOME BREAKAGE STUDY,20130168,CDM,311,RC,88249,HCPCS,facility,both,,,,384,192,,,,,,,,,,,
CHGL LC-QUAL JAK2 V617F MUTATION,20130169,CDM,310,RC,81270,HCPCS,facility,both,,,,380,190,,,,,,,,,,,
CHGL LC-WILSON DISEASE ATP7B FGS,20130170,CDM,310,RC,81406,HCPCS,facility,both,,,,2686,1343,,,,,,,,,,,
CHGL LC-IL28B POLYMORPHISM,20130172,CDM,310,RC,81335,HCPCS,facility,both,,,,779,389.5,,,,,,,,,,,
CHGL LC-P53 MUTATION ANALYSIS,20130173,CDM,310,RC,81352,HCPCS,facility,both,,,,1326,663,,,,,,,,,,,
CHGL LC-APO E GENOTYPING CARDIORISK,20130177,CDM,310,RC,81401,HCPCS,facility,both,,,,648,324,,,,,,,,,,,
CHGL QUEST-ATHENA NOTCH3 DNA SEQ,20130179,CDM,310,RC,81479,HCPCS,facility,both,,,,5436,2718,,,,,,,,,,,
CHGL LC-UGT1A1 IRINOTECAN TOXICITY,20130182,CDM,310,RC,81350,HCPCS,facility,both,,,,727,363.5,,,,,,,,,,,
CHGL LC-EPI PROCOLON SEPTIN 9 GENE,20130183,CDM,310,RC,81327,HCPCS,facility,both,,,,362,181,,,,,,,,,,,
CHGL MOL DIAG-NRAS MUTATION ANALY,20130187,CDM,310,RC,81479,HCPCS,facility,both,,,,657,328.5,,,,,,,,,,,
"CHGL (LC) GJB2 FGS - CONNEXIN 26, S/O",20130188,CDM,310,RC,81252,HCPCS,facility,both,,,,1224,612,,,,,,,,,,,
CHGL LC-VON HIPPEL-LINDAU DIS FGS,20130189,CDM,310,RC,81404,HCPCS,facility,both,,,,1158,579,,,,,,,,,,,
CHGL NEOGEN-NRAS EXON 4 MUTATION,20130199,CDM,310,RC,81403,HCPCS,facility,both,,,,677,338.5,,,,,,,,,,,
CHGL NEOGEN-EGFR MUTATION ANALYSIS,20130201,CDM,310,RC,81235,HCPCS,facility,both,,,,704,352,,,,,,,,,,,
CHGL NEOGEN-RAS RAF PANEL,20130202,CDM,310,RC,81479,HCPCS,facility,both,,,,2155,1077.5,,,,,,,,,,,
CHGL NEOGEN-BRAF MUTATION ANALYSIS,20130207,CDM,310,RC,81210,HCPCS,facility,both,,,,277,138.5,,,,,,,,,,,
CHGL MOL DIAG - MACRODISECTION,20130208,CDM,310,RC,88387,HCPCS,facility,both,,,,83,41.5,,,,,,,,,,,
CHGL MOL DIAG-SMA CARRIER TEST SMN1,20130210,CDM,310,RC,81329,HCPCS,facility,both,,,,260,130,,,,,,,,,,,
CHGL MOL DIAG-NTRK,20130311,CDM,310,RC,81194,HCPCS,facility,both,,,,589,294.5,,,,,,,,,,,
CHGL MOL DIAG-BRAF NGS,20130312,CDM,310,RC,81479,HCPCS,facility,both,,,,478,239,,,,,,,,,,,
CHGL MOL DIAG-FGFR,20130313,CDM,310,RC,81404,HCPCS,facility,both,,,,504,252,,,,,,,,,,,
CHGL-NEOGEN-KRAS MUTATION ANALYSIS,20130314,CDM,310,RC,81479,HCPCS,facility,both,,,,772,386,,,,,,,,,,,
CHGL LC-AR-DRUG PANEL UMB CORD QUAL,20130315,CDM,300,RC,80307,HCPCS,facility,both,,,,284,142,,,,,,,,,,,
"CHGL (LC) AR-THC UMB CORD TISSUE QUAL, S/O",20130316,CDM,300,RC,G0480,HCPCS,facility,both,,,,143,71.5,,,,,,,,,,,
CHGL QU-LYMPHOCYTE CLONALITY PANEL,20130317,CDM,310,RC,81479,HCPCS,facility,both,,,,2362,1181,,,,,,,,,,,
CHGL MYCOPLASMA GENITALIUM,20130318,CDM,300,RC,87563,HCPCS,facility,both,,,,87,43.5,,,,,,,,,,,
CHGL MYCOPLASMA HOMINIS,20130319,CDM,300,RC,87798,HCPCS,facility,both,,,,87,43.5,,,,,,,,,,,
CHGL UREAPLASMA SPP,20130320,CDM,300,RC,87798,HCPCS,facility,both,,,,87,43.5,,,,,,,,,,,
"CHGL (QU) 81263 CLL, IGVH MUTATION STATUS, CELL BASED, S/O",20130322,CDM,310,RC,81263,HCPCS,facility,both,,,,322,161,,,,,,,,,,,
CHGL GD-CUSTOM PANEL,20130323,CDM,310,RC,81479,HCPCS,facility,both,,,,6649,3324.5,,,,,,,,,,,
CHGL BR-ONKOSIGHT MYELOID DISO. PNL,20130324,CDM,310,RC,81450,HCPCS,facility,both,,,,1738,869,,,,,,,,,,,
CHGL BR-ONKOSIGHT AML PANEL,20130325,CDM,310,RC,81450,HCPCS,facility,both,,,,1567,783.5,,,,,,,,,,,
CHGL NEO-NEOTYPE LUNG TUMOR PROFILE,20130326,CDM,310,RC,81479,HCPCS,facility,both,,,,5274,2637,,,,,,,,,,,
CHGL NEO-NEOTYPE BRAIN TUMOR PROFIL,20130327,CDM,310,RC,81479,HCPCS,facility,both,,,,5840,2920,,,,,,,,,,,
CHGL ARUP-WILSON DISEASE ATP7B SEQ.,20130328,CDM,310,RC,81406,HCPCS,facility,both,,,,2064,1032,,,,,,,,,,,
"CHGL (QU) TP53 SOMATIC MUTATION, PROGNOSTIC, S/O",20130329,CDM,310,RC,81352,HCPCS,facility,both,,,,970,485,,,,,,,,,,,
CHGL QU-LEUKOVANTAGE MPNS,20130330,CDM,310,RC,81450,HCPCS,facility,both,,,,4258,2129,,,,,,,,,,,
CHGL NEO-MLH1 PROM METHLATAION ANAL,20130333,CDM,310,RC,81288,HCPCS,facility,both,,,,647,323.5,,,,,,,,,,,
CHGL CSI-MPL MUTATION,20130334,CDM,310,RC,81338,HCPCS,facility,both,,,,544,272,,,,,,,,,,,
CHGL CSI-CALRETICULIN,20130335,CDM,310,RC,81219,HCPCS,facility,both,,,,672,336,,,,,,,,,,,
CHGL CSI-B CELL IGK GENE REARANGEMT,20130336,CDM,310,RC,81264,HCPCS,facility,both,,,,870,435,,,,,,,,,,,
CHGL CSI-B CELL IGH GENE REARANGEMT,20130337,CDM,310,RC,81261,HCPCS,facility,both,,,,544,272,,,,,,,,,,,
CHGL CSI JAK2 V617F MUTATION DETECT,20130338,CDM,310,RC,81270,HCPCS,facility,both,,,,544,272,,,,,,,,,,,
CHGL MAYO-TRANSTHYRETIN (TTR FGS),20130339,CDM,310,RC,81404,HCPCS,facility,both,,,,1446,723,,,,,,,,,,,
CHGL NEO-NEOTYPE MYELOID DISO PRFIL,20130340,CDM,310,RC,81450,HCPCS,facility,both,,,,4499,2249.5,,,,,,,,,,,
CHGL QU-LIMB GRIDLE MUSC DYS ADV EV,20130341,CDM,310,RC,81443,HCPCS,facility,both,,,,6750,3375,,,,,,,,,,,
CHGL BCR-ABL1 QUANTITATIVE,20130342,CDM,310,RC,81479,HCPCS,facility,both,,,,464,232,,,,,,,,,,,
CHGL LC DRUG PROFILE 14 UA MONITOR,20130345,CDM,300,RC,80307,HCPCS,facility,both,,,,202,101,,,,,,,,,,,
CHGL GTC-HEMATOLOGY PROFILE,20130346,CDM,310,RC,81479,HCPCS,facility,both,,,,3640,1820,,,,,,,,,,,
CHGL PDGFRA MUTATION ANALYSIS,20130347,CDM,310,RC,81314,HCPCS,facility,both,,,,1080,540,,,,,,,,,,,
CHGL CSI - IDH1 & IDH2 MUTATIONS,20131346,CDM,310,RC,81479,HCPCS,facility,both,,,,802,401,,,,,,,,,,,
CHGL CSI - FLT3 MUTATION,20131347,CDM,310,RC,81479,HCPCS,facility,both,,,,587,293.5,,,,,,,,,,,
CHGL CSI T-CELL RECEP GAMMA GENE RE,20131348,CDM,310,RC,81342,HCPCS,facility,both,,,,575,287.5,,,,,,,,,,,
CHGL LC HPA-1A (PLA1 PLT AG) GENOTY,20131349,CDM,310,RC,81105,HCPCS,facility,both,,,,512,256,,,,,,,,,,,
CHGL CSI T-CELL RECEP BETA GENE REA,20131350,CDM,310,RC,81340,HCPCS,facility,both,,,,649,324.5,,,,,,,,,,,
CHGL LC - MECONIUM DRUG 10 PANEL,20131351,CDM,300,RC,80307,HCPCS,facility,both,,,,147,73.5,,,,,,,,,,,
"CHGL (QU) MYD88, MUTATION ANALYSIS, S/O",20131356,CDM,310,RC,81305,HCPCS,facility,both,,,,404,202,,,,,,,,,,,
CHGL CAREDX ALLOSURE KIDNEY PROCESS,20131357,CDM,300,RC,84999,HCPCS,facility,both,,,,39,19.5,,,,,,,,,,,
CHGL LC-STONE ANALYSIS,20131358,CDM,300,RC,82365,HCPCS,facility,both,,,,39,19.5,,,,,,,,,,,
CHGL CSI-NPM1 MUTATION,20131359,CDM,310,RC,81310,HCPCS,facility,both,,,,558,279,,,,,,,,,,,
CHGL LC-IDH1 IDH2 MUTATION ANALYSIS,20131360,CDM,310,RC,81479,HCPCS,facility,both,,,,1183,591.5,,,,,,,,,,,
CHGL LC-MGMT GENE METHYLATION ASSAY,20131361,CDM,310,RC,81287,HCPCS,facility,both,,,,1231,615.5,,,,,,,,,,,
CHGL NEO-NEOTYPE AML PROGNOSTIC,20131362,CDM,310,RC,81450,HCPCS,facility,both,,,,2646,1323,,,,,,,,,,,
CHGL NEO-MYD88 MUTATION ANALYSIS,20131363,CDM,310,RC,81305,HCPCS,facility,both,,,,526,263,,,,,,,,,,,
CHGL NEO-T-CELL RECEPTOR GAMMA GENE,20131364,CDM,310,RC,81342,HCPCS,facility,both,,,,544,272,,,,,,,,,,,
CHGL QU-JAK2 EXON 12 MUTATION,20131365,CDM,310,RC,81479,HCPCS,facility,both,,,,680,340,,,,,,,,,,,
CHGL UMHS-CEBPA MUTATION DETECTION,20131366,CDM,310,RC,81218,HCPCS,facility,both,,,,680,340,,,,,,,,,,,
"CHGL (QU) T-CELL CLONALITY PANEL, S/O",20131367,CDM,310,RC,81479,HCPCS,facility,both,,,,615,307.5,,,,,,,,,,,
CHGL NEO-COLORECTAL TUMOR PROFILE,20131368,CDM,310,RC,81479,HCPCS,facility,both,,,,3301,1650.5,,,,,,,,,,,
"CHGL MAYO-POMPE DISEASE, FULL GENE",20131369,CDM,310,RC,81406,HCPCS,facility,both,,,,4585,2292.5,,,,,,,,,,,
CHGL NEO-T-CELL RECEPTOR BETA GENE,20131370,CDM,310,RC,81340,HCPCS,facility,both,,,,991,495.5,,,,,,,,,,,
CHGL UMHS-KIT MUTATION FOR GIST,20131371,CDM,310,RC,81272,HCPCS,facility,both,,,,1049,524.5,,,,,,,,,,,
CHGL COVID ANTIBODY,20131372,CDM,300,RC,86328,HCPCS,facility,both,,,,46,23,,,,,,,,,,,
"CHGL (LC) HYDROCODONE CONFIRM, URINE, S/O",20131373,CDM,300,RC,G0480,HCPCS,facility,both,,,,117,58.5,,,,,,,,,,,
CHGL QU-KIT D816 MUTATION ANALYSIS,20131374,CDM,310,RC,81273,HCPCS,facility,both,,,,881,440.5,,,,,,,,,,,
CHGL MAYO-DPYD FGS,20131375,CDM,310,RC,81232,HCPCS,facility,both,,,,1616,808,,,,,,,,,,,
CHGL MAYO-UGT1A1 FGS,20131376,CDM,310,RC,81350,HCPCS,facility,both,,,,1786,893,,,,,,,,,,,
CHGL LC-BRCASSURE COMP ANALYSIS,20131377,CDM,310,RC,81162,HCPCS,facility,both,,,,3138,1569,,,,,,,,,,,
CHGL QUEST-COMPLETE HNPP EVALUATION,20131378,CDM,310,RC,81479,HCPCS,facility,both,,,,3080,1540,,,,,,,,,,,
CHGL NEO-B-CELL GENE REARRANGEMENT,20131379,CDM,310,RC,81479,HCPCS,facility,both,,,,754,377,,,,,,,,,,,
CHGL BR-ONKOSIGHT MDS PANEL,20131381,CDM,310,RC,81450,HCPCS,facility,both,,,,1655,827.5,,,,,,,,,,,
CHGL QU-SEPT9 DNA SQUENCING TEST,20131382,CDM,310,RC,81479,HCPCS,facility,both,,,,1541,770.5,,,,,,,,,,,
CHGL VER-VWF FGS,20131385,CDM,310,RC,81408,HCPCS,facility,both,,,,2294,1147,,,,,,,,,,,
CHGL MACH-AHUS GENETIC PANEL,20131386,CDM,310,RC,81443,HCPCS,facility,both,,,,4903,2451.5,,,,,,,,,,,
CHGL LC-MYOMARKER 3 PLUS ANTI-SAE1,20131387,CDM,300,RC,83520,HCPCS,facility,both,,,,63,31.5,,,,,,,,,,,
CHGL LC-ANTI-PL-7 AB,20131388,CDM,300,RC,83516,HCPCS,facility,both,,,,116,58,,,,,,,,,,,
CHGL LC-ANTI-CN-1A AB (NT5C1A) IBM,20131389,CDM,300,RC,83516,HCPCS,facility,both,,,,280,140,,,,,,,,,,,
CHGL LC-CU INDEX,20131390,CDM,300,RC,86352,HCPCS,facility,both,,,,168,84,,,,,,,,,,,
CHGL LC-ANTI-PL-12 AB,20131391,CDM,300,RC,83516,HCPCS,facility,both,,,,116,58,,,,,,,,,,,
CHGL NEO-CXCR4 MUTATION ANALYSIS,20131392,CDM,310,RC,81479,HCPCS,facility,both,,,,665,332.5,,,,,,,,,,,
"CHGL LC-ESTRADIOL, FREE-SERUM",20131393,CDM,300,RC,82681,HCPCS,facility,both,,,,31,15.5,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-COCCIDIOIDES AB,20131394,CDM,300,RC,86635,HCPCS,facility,both,,,,44,22,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-BLASTOMYCES AB,20131395,CDM,300,RC,86612,HCPCS,facility,both,,,,50,25,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-HISTOPLASMA AB,20131396,CDM,300,RC,86698,HCPCS,facility,both,,,,48,24,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-ASPERGILLUS FLAVUS AB,20131397,CDM,300,RC,86606,HCPCS,facility,both,,,,58,29,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-ASPERGILLUS FUMIGATUS AB,20131398,CDM,300,RC,86606,HCPCS,facility,both,,,,58,29,,,,,,,,,,,
CHGL QU-FUNGAL PANEL-ASPERGILLUS NIGER AB,20131399,CDM,300,RC,86606,HCPCS,facility,both,,,,58,29,,,,,,,,,,,
CHGL LC-PHOSPHOLIPASE A2 RECEPTOR,20131400,CDM,300,RC,83516,HCPCS,facility,both,,,,294,147,,,,,,,,,,,
"CHGL LC-LEAD,BLOOD, FILTER PAPER",20131401,CDM,300,RC,83655,HCPCS,facility,both,,,,63,31.5,,,,,,,,,,,
CHGL LC-INTELLIGEN(R) MYELOID,20131402,CDM,310,RC,81450,HCPCS,facility,both,,,,4212,2106,,,,,,,,,,,
"CHGL (FMI) FOUNDATIONONE CDX, S/O",20131403,CDM,310,RC,0037U,HCPCS,facility,both,,,,3515,1757.5,,,,,,,,,,,
CHGL NEOGENOMICS-BREAST TUMOR PROFILE,20131405,CDM,310,RC,81479,HCPCS,facility,both,,,,2208,1104,,,,,,,,,,,
"CHGL LC-HLA A,B,C,DRB1 PROFILE",20131406,CDM,310,RC,81378,HCPCS,facility,both,,,,2286,1143,,,,,,,,,,,
CHGL NEOGEN-NEOTYPE PANCREAS TUMOR PROFILE,20131407,CDM,310,RC,81479,HCPCS,facility,both,,,,2676,1338,,,,,,,,,,,
CHGL NEOGEN-TERT PROMOTER MUTATION ANALYSIS,20131408,CDM,310,RC,81345,HCPCS,facility,both,,,,336,168,,,,,,,,,,,
CHGL MGMT PROMOTER METHYLATION ANALYSIS,20131409,CDM,310,RC,81287,HCPCS,facility,both,,,,523,261.5,,,,,,,,,,,
CHGL NEOGEN-IDH1 AND IDH2 MUTATIONS ANALYSIS (BI-DIRECTIONAL SEQ),20131410,CDM,310,RC,81479,HCPCS,facility,both,,,,437,218.5,,,,,,,,,,,
CHGL LC - INHIBITOR TITER FIX,20131411,CDM,300,RC,85335,HCPCS,facility,both,,,,177,88.5,,,,,,,,,,,
CHGL LC-HLA B 58:01,20131412,CDM,310,RC,81381,HCPCS,facility,both,,,,570,285,,,,,,,,,,,
CHGL LC-AIRE GENE AUTOIMMUNE POLYGLANDULAR SYNDROME TYPE 1,20131413,CDM,310,RC,81406,HCPCS,facility,both,,,,1584,792,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131414,CDM,300,RC,86651,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131415,CDM,300,RC,86651,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131416,CDM,300,RC,86652,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131417,CDM,300,RC,86652,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131418,CDM,300,RC,86653,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131419,CDM,300,RC,86653,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131420,CDM,300,RC,86654,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
"CHGL LC - ARBOVIRAL ANTIBODIES, IFA",20131421,CDM,300,RC,86654,HCPCS,facility,both,,,,52,26,,,,,,,,,,,
CHGL GTC - HEMATOLOGY PROFILE PLUS,20131422,CDM,310,RC,81479,HCPCS,facility,both,,,,4236,2118,,,,,,,,,,,
CHGL MOL DIAG - ONCOMINE PRECISION ASSAY,20131423,CDM,310,RC,81445,HCPCS,facility,both,,,,2724,1362,,,,,,,,,,,
CHGL ARUP - MICROSTELLITE INSTABILITY BY PCR,20131424,CDM,310,RC,81301,HCPCS,facility,both,,,,484,242,,,,,,,,,,,
CHGL - LSU - IMMUNOFLUORESCENCE STAINING,20131425,CDM,300,RC,88346,HCPCS,facility,both,,,,166,83,,,,,,,,,,,
CHGL LSU - IMMUNOFLUORESCENCE STAINING,20131426,CDM,300,RC,88350,HCPCS,facility,both,,,,38,19,,,,,,,,,,,
"CHGL ARUP - MOG IGG, REFLEXED",20131427,CDM,300,RC,86256,HCPCS,facility,both,,,,102,51,,,,,,,,,,,
CHGL ARUP - MOG IGG,20131428,CDM,300,RC,86255,HCPCS,facility,both,,,,368,184,,,,,,,,,,,
CHGL-LC - ANTI-TYSABRI AB,20131429,CDM,300,RC,83516,HCPCS,facility,both,,,,294,147,,,,,,,,,,,
CHGL ATHENA - LRP4 AUTOANTIBODY,20131430,CDM,300,RC,86255,HCPCS,facility,both,,,,1272,636,,,,,,,,,,,
CHGL LC - OMEGA CHECK (EPA + DPA + DHA),20131431,CDM,300,RC,82542,HCPCS,facility,both,,,,79,39.5,,,,,,,,,,,
"CHGL LC - HEPATITIS B SURFACE ANTIGEN, QUANT, MONITOR",20131432,CDM,300,RC,82397,HCPCS,facility,both,,,,567,283.5,,,,,,,,,,,
CHGL LC - RITUXIMAB AND ANTI-RITUXIMAB ANTIBODY,20131433,CDM,300,RC,80299,HCPCS,facility,both,,,,368,184,,,,,,,,,,,
CHGL LC - RITUXIMAB AND ANTI-RITUXIMAB ANTIBODY,20131434,CDM,300,RC,82397,HCPCS,facility,both,,,,277,138.5,,,,,,,,,,,
CHGL LC - PNEUMOCYSTIS JIROVECI QPCR BAL,20131435,CDM,300,RC,87799,HCPCS,facility,both,,,,368,184,,,,,,,,,,,
CHGL LC - THC WB,20131436,CDM,300,RC,80307,HCPCS,facility,both,,,,189,94.5,,,,,,,,,,,
"CHGL LC - THC WB, REFLEXED",20131437,CDM,300,RC,80307,HCPCS,facility,both,,,,65,32.5,,,,,,,,,,,
CHGL LC - USTEKINUMAB AND ANTI-USTEKINUMAB ANTIBODY,20131438,CDM,300,RC,80299,HCPCS,facility,both,,,,348,174,,,,,,,,,,,
CHGL LC - USTEKINUMAB AND ANTI-USTEKINUMAB ANTIBODY,20131439,CDM,300,RC,82397,HCPCS,facility,both,,,,262,131,,,,,,,,,,,
"CHGL MAYO - 2, 3 DINOR 11 BETA - PROSTAGLANDIN F2 ALPHA",20131440,CDM,300,RC,84150,HCPCS,facility,both,,,,399,199.5,,,,,,,,,,,
"CHGL LC - HIV-2 QUALITATIVE RNA, DIAGNOSTIC",20131441,CDM,300,RC,87538,HCPCS,facility,both,,,,75,37.5,,,,,,,,,,,
CHGL LC - ALPHA-GAL PANEL ALLERGEN SPEC IGE RECOMB,20131442,CDM,300,RC,86008,HCPCS,facility,both,,,,33,16.5,,,,,,,,,,,
"CHGL LC - ALPHA-GAL PANEL IMMUNOGLOBULIN E, TOTAL",20131443,CDM,300,RC,82785,HCPCS,facility,both,,,,34,17,,,,,,,,,,,
CHGL LC - MTHFR PCR,20131444,CDM,310,RC,81291,HCPCS,facility,both,,,,128,64,,,,,,,,,,,
CHGL WU - MYELOID GENE PANEL BY NGS,20131445,CDM,310,RC,81479,HCPCS,facility,both,,,,1320,660,,,,,,,,,,,
CHGL QU - RI AB WESTERN BLOT,20131446,CDM,300,RC,84181,HCPCS,facility,both,,,,108,54,,,,,,,,,,,
CHGL QU - RI AB TITER,20131447,CDM,300,RC,86256,HCPCS,facility,both,,,,85,42.5,,,,,,,,,,,
CHGL QU - RICKETTSIA (TYPHUS FEVER) IGG TITER,20131448,CDM,300,RC,86757,HCPCS,facility,both,,,,125,62.5,,,,,,,,,,,
CHGL QU - RICKETTSIA (TYPHUS FEVER) IGM TITER,20131449,CDM,300,RC,86757,HCPCS,facility,both,,,,139,69.5,,,,,,,,,,,
CHGL QU - RMSF IGG TITER,20131450,CDM,300,RC,86757,HCPCS,facility,both,,,,125,62.5,,,,,,,,,,,
CHGL QU - AUTOANTIBODY HU (WESTERN BLOT),20131451,CDM,300,RC,84181,HCPCS,facility,both,,,,85,42.5,,,,,,,,,,,
CHGL QU - HU ANTIBODY TITER,20131452,CDM,300,RC,86256,HCPCS,facility,both,,,,85,42.5,,,,,,,,,,,
CHGL QU - YO ANTIBODY TITER,20131453,CDM,300,RC,86256,HCPCS,facility,both,,,,112,56,,,,,,,,,,,
